0.06,-0.01,65.376,-1635.0,-1068.8976,-7.241521667,112.63077,(u'2018-02-23T21:54:54.000Z', ' + ', u'2018-02-23T21:54:54.000Z')
0.07,0.01,65.3976,175.0,114.4458,-7.241411667,112.63046,(u'2018-02-23T21:54:56.000Z', ' + ', 1519422896.0)
0.05,-0.02,nan,0,0.0,0.0,0.0,('', ' + ', nan)
0.06,-0.02,65.5596,-820.0,-537.58872,-7.24088,112.628923333,(u'2018-02-23T21:55:06.000Z', ' + ', 1519422906.0)
0.07,-0.01,64.5804,-1615.0,-1042.97346,-7.240828333,112.628768333,(u'2018-02-23T21:55:07.000Z', ' + ', 1519422907.0)
0.08,-0.02,63.8928,-799.0,-510.503472,-7.240775,112.628615,(u'2018-02-23T21:55:08.000Z', ' + ', 1519422908.0)
0.06,-0.02,64.746,-810.0,-524.4426,-7.240723333,112.628461667,(u'2018-02-23T21:55:09.000Z', ' + ', 1519422909.0)
0.03,-0.02,64.7748,-810.0,-524.67588,-7.240616667,112.628156667,(u'2018-02-23T21:55:11.000Z', ' + ', u'2018-02-23T21:55:11.000Z')
0.06,-0.01,64.7748,-1620.0,-1049.35176,-7.240561667,112.628003333,(u'2018-02-23T21:55:12.000Z', ' + ', u'2018-02-23T21:55:12.000Z')
0.04,-0.02,63.9972,-800.0,-511.9776,-7.240503333,112.627853333,(u'2018-02-23T21:55:13.000Z', ' + ', u'2018-02-23T21:55:13.000Z')
0.05,0.01,65.4732,245.0,160.40934,-7.240443333,112.6277,(u'2018-02-23T21:55:14.000Z', ' + ', u'2018-02-23T21:55:14.000Z')
0.04,-0.01,nan,0,0.0,0.0,0.0,('', ' + ', nan)
0.04,-0.03,63.7632,-532.0,-339.220224,-7.239841667,112.626381667,(u'2018-02-23T21:55:23.000Z', ' + ', 1519422923.0)
0.05,-0.02,63.8748,-799.0,-510.359652,-7.239766667,112.626241667,(u'2018-02-23T21:55:24.000Z', ' + ', 1519422924.0)
0.08,-0.03,64.4616,-538.0,-346.803408,-7.239685,112.626101667,(u'2018-02-23T21:55:25.000Z', ' + ', u'2018-02-23T21:55:25.000Z')
0.07,-0.03,63.504,-530.0,-336.5712,-7.239608333,112.625965,(u'2018-02-23T21:55:26.000Z', ' + ', 1519422926.0)
0.08,-0.04,63.3564,-396.0,-250.891344,-7.239528333,112.625828333,(u'2018-02-23T21:55:27.000Z', ' + ', 1519422927.0)
0.06,-0.02,63.3204,-792.0,-501.497568,-7.239448333,112.625691667,(u'2018-02-23T21:55:28.000Z', ' + ', 1519422928.0)
0.05,-0.04,62.9316,-394.0,-247.950504,-7.239368333,112.625555,(u'2018-02-23T21:55:29.000Z', ' + ', 1519422929.0)
0.06,-0.04,62.9676,-394.0,-248.092344,-7.239288333,112.625421667,(u'2018-02-23T21:55:30.000Z', ' + ', 1519422930.0)
0.09,-0.01,63.0792,-1577.0,-994.758984,-7.239208333,112.625285,(u'2018-02-23T21:55:31.000Z', ' + ', 1519422931.0)
0.06,-0.03,62.856,-524.0,-329.36544,-7.239133333,112.62515,(u'2018-02-23T21:55:32.000Z', ' + ', 1519422932.0)
0.08,-0.02,61.7652,-773.0,-477.444996,-7.239056667,112.625013333,(u'2018-02-23T21:55:33.000Z', ' + ', 1519422933.0)
0.05,-0.03,61.8192,-516.0,-318.987072,-7.23898,112.624878333,(u'2018-02-23T21:55:34.000Z', ' + ', 1519422934.0)
0.07,-0.01,61.8552,-1547.0,-956.899944,-7.238903333,112.624743333,(u'2018-02-23T21:55:35.000Z', ' + ', 1519422935.0)
0.05,-0.02,61.8552,-774.0,-478.759248,-7.238826667,112.624606667,(u'2018-02-23T21:55:36.000Z', ' + ', 1519422936.0)
